FID,CODI_ACCES_ESTACIO_LINIA,CODI_ACCES_ESTACIO,ID_ACCES,CODI_ACCES,NOM_ACCES,NUM_ASCENSORS,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,CODI_ESTACIO_LINIA,CODI_ESTACIO,CODI_GRUP_ESTACIO,NOM_ESTACIO,ORDRE_ESTACIO,ID_LINIA,CODI_LINIA,NOM_LINIA,ORDRE_LINIA,DATA,GEOMETRY
ACCESSOS_EST_LINIA.500053301,500053301,53301,108,53301,Passeig Mare de Déu del Coll,1,1,Accessible,533,533,6660533,El Coll | La Teixonera,26,3,5,L5,5,2022-05-07,POINT (2.15030270678913 41.4209989290359)
ACCESSOS_EST_LINIA.500053302,500053302,53302,109,53302,Beat Almató,0,1,Accessible,533,533,6660533,El Coll | La Teixonera,26,3,5,L5,5,2022-05-07,POINT (2.149432679446425 41.419761733971406)
ACCESSOS_EST_LINIA.500053311,500053311,53311,110,53311,Arenys,1,1,Accessible,533,533,6660533,El Coll | La Teixonera,26,3,5,L5,5,2022-05-07,POINT (2.1479961471943976 41.42328766815374)
ACCESSOS_EST_LINIA.500053401,500053401,53401,111,53401,Residència Sanitària,1,1,Accessible,534,534,6660333,Vall d'Hebron,27,3,5,L5,5,2022-05-07,POINT (2.142156703324202 41.425372374065084)
ACCESSOS_EST_LINIA.500053402,500053402,53402,339,53402,Avinguda Jordà,0,3,No accessible,534,534,6660333,Vall d'Hebron,27,3,5,L5,5,2022-05-07,POINT (2.141713655986979 41.42467469635589)
ACCESSOS_EST_LINIA.9409052611,9409052611,9052611,169,52611,Felip II,1,1,Accessible,9430,930,6660133,La Sagrera,1,10,94,L9N,10,2022-05-07,POINT (2.1865610859171887 41.42041075156976)
ACCESSOS_EST_LINIA.9400093201,9400093201,93201,112,93201,Onze de Setembre,1,1,Accessible,9432,932,6660932,Onze de Setembre,2,10,94,L9N,10,2022-05-07,POINT (2.1933008223741237 41.4298487175847)
ACCESSOS_EST_LINIA.9400093301,9400093301,93301,101,93301,Sant Adrià,1,1,Accessible,9433,933,6660933,Bon Pastor,3,10,94,L9N,10,2022-05-07,POINT (2.2047315457246794 41.4360531670311)
ACCESSOS_EST_LINIA.9400094001,9400094001,94001,91,94001,Avinguda Santa Coloma,1,1,Accessible,9440,940,6660940,Can Peixauet,4,10,94,L9N,10,2022-05-07,POINT (2.2096957703492026 41.44477958472988)
ACCESSOS_EST_LINIA.9400094002,9400094002,94002,341,94002,Avinguda Banús Baixa,0,3,No accessible,9440,940,6660940,Can Peixauet,4,10,94,L9N,10,2022-05-07,POINT (2.210025659335624 41.44421939674089)
ACCESSOS_EST_LINIA.9400094101,9400094101,94101,340,94101,Banús Baixa,0,1,Accessible,9441,941,6660941,Santa Rosa,5,10,94,L9N,10,2022-05-07,POINT (2.2155704659483986 41.44677923058486)
ACCESSOS_EST_LINIA.9409014001,9409014001,9014001,299,14001,Sicília,0,3,No accessible,9442,942,6660140,Fondo,6,10,94,L9N,10,2022-05-07,POINT (2.2173919011341563 41.451496032150686)
ACCESSOS_EST_LINIA.9409014002,9409014002,9014002,300,14002,Mossèn Cinto Verdaguer,1,1,Accessible,9442,942,6660140,Fondo,6,10,94,L9N,10,2022-05-07,POINT (2.2185335547374057 41.45149940926402)
ACCESSOS_EST_LINIA.9400094301,9400094301,94301,89,94301,Mossèn Camil Rossell,3,1,Accessible,9443,943,6660943,Església Major,7,10,94,L9N,10,2022-05-07,POINT (2.2114418753858107 41.453885593522465)
ACCESSOS_EST_LINIA.9400094401,9400094401,94401,88,94401,Passatge de Salvatella,1,1,Accessible,9444,944,6660944,Singuerlín,8,10,94,L9N,10,2022-05-07,POINT (2.205592892706643 41.45960649692378)
ACCESSOS_EST_LINIA.9400094501,9400094501,94501,87,94501,Francesc Macià,1,1,Accessible,9445,945,6660945,Can Zam,9,10,94,L9N,10,2022-05-07,POINT (2.198281837713659 41.45756848155419)
ACCESSOS_EST_LINIA.9100090101,9100090101,90101,2600,90101,Aeroport T1,0,1,Accessible,9101,901,6660901,Aeroport T1,1,12,91,L9S,11,2022-05-07,POINT (2.0712103137449738 41.28819232176685)
ACCESSOS_EST_LINIA.9100090301,9100090301,90301,2599,90301,Aeroport T2,1,1,Accessible,9103,903,6660903,Aeroport T2,2,12,91,L9S,11,2022-05-07,POINT (2.073020154893667 41.30392085751796)
ACCESSOS_EST_LINIA.9100090401,9100090401,90401,2598,90401,Avinguda de Les Garrigues / Alta Ribagorça,1,1,Accessible,9104,904,6660904,Mas Blau,3,12,91,L9S,11,2022-05-07,POINT (2.0733211961667237 41.311866166574404)
ACCESSOS_EST_LINIA.9100090501,9100090501,90501,2596,90501,Riu Llobregat / Riu Xúquer,1,1,Accessible,9105,905,6660905,Parc Nou,4,12,91,L9S,11,2022-05-07,POINT (2.087374114933685 41.316887406723374)
ACCESSOS_EST_LINIA.9100090511,9100090511,90511,2597,90511,Riu Llobregat / Riu Ebre,0,3,No accessible,9105,905,6660905,Parc Nou,4,12,91,L9S,11,2022-05-07,POINT (2.088911301489891 41.316411309842785)
ACCESSOS_EST_LINIA.9100090601,9100090601,90601,2594,90601,Plaça Catalunya,1,1,Accessible,9106,906,6660906,Cèntric,5,12,91,L9S,11,2022-05-07,POINT (2.093119967119463 41.32254235495225)
ACCESSOS_EST_LINIA.9100090602,9100090602,90602,2595,90602,C. Lleida,0,3,No accessible,9106,906,6660906,Cèntric,5,12,91,L9S,11,2022-05-07,POINT (2.0938312215600168 41.32184761209478)
ACCESSOS_EST_LINIA.9100090701,9100090701,90701,2593,90701,Doctor Soler i Torrens,1,1,Accessible,9107,907,6660907,El Prat Estació,6,12,91,L9S,11,2022-05-07,POINT (2.089932544277716 41.33126725950448)
ACCESSOS_EST_LINIA.9100090901,9100090901,90901,2588,90901,Av. Verge de Montserrat / Ctra. de la Marina,1,3,No accessible,9109,909,6660909,Les Moreres,7,12,91,L9S,11,2022-05-07,POINT (2.102664267821187 41.32883210533803)
ACCESSOS_EST_LINIA.9100090902,9100090902,90902,2591,90902,Av. Verge de Montserrat / Les Moreres,0,1,Accessible,9109,909,6660909,Les Moreres,7,12,91,L9S,11,2022-05-07,POINT (2.103480952220144 41.32920552447803)
ACCESSOS_EST_LINIA.9100091001,9100091001,91001,2587,91001,Carrer K / Carrer Transversal 6,1,1,Accessible,9110,910,6660910,Mercabarna,8,12,91,L9S,11,2022-05-07,POINT (2.1119712773466173 41.33383224647838)
ACCESSOS_EST_LINIA.9100091101,9100091101,91101,2585,91101,Av. Parc Logístic / C. Número Un,1,1,Accessible,9111,911,6660911,Parc Logístic,9,12,91,L9S,11,2022-05-07,POINT (2.127133907927153 41.34135302889588)
ACCESSOS_EST_LINIA.9100091102,9100091102,91102,2586,91102,Av. Parc Logístic / C. Número Vint-i-cinc,0,3,No accessible,9111,911,6660911,Parc Logístic,9,12,91,L9S,11,2022-05-07,POINT (2.1281666270287083 41.341696680484176)
ACCESSOS_EST_LINIA.9100091201,9100091201,91201,2584,91201,Botànica + Accés NORD | EST,1,1,Accessible,9112,912,6660912,Fira,10,12,91,L9S,11,2022-05-07,POINT (2.1308184384231095 41.3520791789687)
ACCESSOS_EST_LINIA.9100091202,9100091202,91202,2882,91202,Accés SUD,0,0,Desconeguda,9112,912,6660912,Fira,10,12,91,L9S,11,2022-05-07,POINT (2.130161348948757 41.352410659580244)
ACCESSOS_EST_LINIA.9100091301,9100091301,91301,2583,91301,Fira Gran Via,1,1,Accessible,9113,913,6660913,Europa | Fira,11,12,91,L9S,11,2022-05-07,POINT (2.125840722012314 41.35671425717415)
ACCESSOS_EST_LINIA.9100091311,9100091311,91311,2582,91311,Plaça Europa,1,1,Accessible,9113,913,6660913,Europa | Fira,11,12,91,L9S,11,2022-05-07,POINT (2.124527021260951 41.35731058570792)
ACCESSOS_EST_LINIA.9100091401,9100091401,91401,2581,91401,Can Tries - Narcís de Monturiol,1,1,Accessible,9114,914,6660914,Can Tries | Gornal,12,12,91,L9S,11,2022-05-07,POINT (2.118223705045705 41.36063591391114)
ACCESSOS_EST_LINIA.9109011711,9109011711,9011711,233,11711,Av. Catalunya,1,1,Accessible,9115,915,6660117,Torrassa,13,12,91,L9S,11,2022-05-07,POINT (2.1162009470409284 41.36858674069323)
ACCESSOS_EST_LINIA.9109011712,9109011712,9011712,234,11712,Rosalía de Castro,0,3,No accessible,9115,915,6660117,Torrassa,13,12,91,L9S,11,2022-05-07,POINT (2.116832736177879 41.36809030931978)
ACCESSOS_EST_LINIA.9100091601,9100091601,91601,2578,91601,Av. Sant Ramon,1,1,Accessible,9116,916,6660515,Collblanc,14,12,91,L9S,11,2022-05-07,POINT (2.1184479522727964 41.37586944626433)
ACCESSOS_EST_LINIA.9100000918,9100000918,918,2563,91801,Dr. Marañón,1,1,Accessible,9118,918,6660314,Zona Universitària,15,12,91,L9S,11,2022-05-07,POINT (2.111956267171571 41.38403328719203)
ACCESSOS_EST_LINIA.10409052611,10409052611,9052611,169,52611,Felip II,1,1,Accessible,10430,930,6660133,La Sagrera,1,11,104,L10N,13,2022-05-07,POINT (2.1865610859171887 41.42041075156976)
ACCESSOS_EST_LINIA.10400093201,10400093201,93201,112,93201,Onze de Setembre,1,1,Accessible,10432,932,6660932,Onze de Setembre,2,11,104,L10N,13,2022-05-07,POINT (2.1933008223741237 41.4298487175847)
ACCESSOS_EST_LINIA.10400093301,10400093301,93301,101,93301,Sant Adrià,1,1,Accessible,10433,933,6660933,Bon Pastor,3,11,104,L10N,13,2022-05-07,POINT (2.2047315457246794 41.4360531670311)
ACCESSOS_EST_LINIA.10400093401,10400093401,93401,98,93401,Avinguda d'Amèrica,0,1,Accessible,10434,934,6660934,Llefià,4,11,104,L10N,13,2022-05-07,POINT (2.2175212634603376 41.44130635647114)
ACCESSOS_EST_LINIA.10400093402,10400093402,93402,99,93402,Avinguda d'Amèrica (mercat),1,1,Accessible,10434,934,6660934,Llefià,4,11,104,L10N,13,2022-05-07,POINT (2.217083938187719 41.4421682430632)
ACCESSOS_EST_LINIA.10400093403,10400093403,93403,100,93403,Ronda Sant Antoni,0,1,Accessible,10434,934,6660934,Llefià,4,11,104,L10N,13,2022-05-07,POINT (2.2173197719249496 41.4411063365731)
ACCESSOS_EST_LINIA.10400093501,10400093501,93501,94,93501,Marquès de Sant Mori,0,3,No accessible,10435,935,6660935,La Salut,5,11,104,L10N,13,2022-05-07,POINT (2.2242297001806635 41.442642547069504)
ACCESSOS_EST_LINIA.10400093502,10400093502,93502,95,93502,Quevedo,0,3,No accessible,10435,935,6660935,La Salut,5,11,104,L10N,13,2022-05-07,POINT (2.2250436909847853 41.44270344254486)
ACCESSOS_EST_LINIA.10400093503,10400093503,93503,96,93503,Juan Valera,1,1,Accessible,10435,935,6660935,La Salut,5,11,104,L10N,13,2022-05-07,POINT (2.223806846674649 41.441486355830804)
ACCESSOS_EST_LINIA.10400093504,10400093504,93504,97,93504,Austràlia,0,3,No accessible,10435,935,6660935,La Salut,5,11,104,L10N,13,2022-05-07,POINT (2.223288453106502 41.44221872386628)
ACCESSOS_EST_LINIA.10400093601,10400093601,93601,93,93601,Antoni Bori,1,1,Accessible,10436,936,6660225,Gorg,6,11,104,L10N,13,2022-05-07,POINT (2.23471701814955 41.44005519720216)
ACCESSOS_EST_LINIA.10100095101,10100095101,95101,3523,95101,Carrer A / Carrer 5,0,1,Accessible,1051,951,6660951,ZAL | Riu Vell,1,13,101,L10S,14,2022-05-07,POINT (2.133128278747189 41.32382923976563)
ACCESSOS_EST_LINIA.10100095102,10100095102,95102,3524,95102,Riu Llobregat,0,1,Accessible,1051,951,6660951,ZAL | Riu Vell,1,13,101,L10S,14,2022-05-07,POINT (2.132990553917449 41.32360655294026)
ACCESSOS_EST_LINIA.10100095103,10100095103,95103,3525,95103,ZAL,0,1,Accessible,1051,951,6660951,ZAL | Riu Vell,1,13,101,L10S,14,2022-05-07,POINT (2.133069173990653 41.32357794203119)
ACCESSOS_EST_LINIA.10100095201,10100095201,95201,3216,95201,Ecoparc,0,1,Accessible,1052,952,6660952,Ecoparc,2,13,101,L10S,14,2022-05-07,POINT (2.13710059403922 41.33028804659413)
ACCESSOS_EST_LINIA.10100095202,10100095202,95202,3217,95202,Carrer A / Carrer 4,0,1,Accessible,1052,952,6660952,Ecoparc,2,13,101,L10S,14,2022-05-07,POINT (2.1369594602071227 41.330057232323206)
ACCESSOS_EST_LINIA.10100095203,10100095203,95203,3522,95203,Carrer A (costat mar),0,1,Accessible,1052,952,6660952,Ecoparc,2,13,101,L10S,14,2022-05-07,POINT (2.137043313198081 41.33002736085884)
ACCESSOS_EST_LINIA.10100095301,10100095301,95301,3213,95301,Carrer A / Carrer 25,0,1,Accessible,1053,953,6660953,Port Comercial | La Factoria,3,13,101,L10S,14,2022-05-07,POINT (2.14068453363928 41.336111165843306)
ACCESSOS_EST_LINIA.10100095302,10100095302,95302,3214,95302,Carrer A / Carrer 27,0,1,Accessible,1053,953,6660953,Port Comercial | La Factoria,3,13,101,L10S,14,2022-05-07,POINT (2.140546792545736 41.335884930290916)
ACCESSOS_EST_LINIA.10100095303,10100095303,95303,3215,95303,Carrer A (costat mar),0,1,Accessible,1053,953,6660953,Port Comercial | La Factoria,3,13,101,L10S,14,2022-05-07,POINT (2.14062873841243 41.335856942627636)
ACCESSOS_EST_LINIA.10100095401,10100095401,95401,3210,95401,Carrer A / Carrer 1,0,1,Accessible,1054,954,6660954,Zona Franca,4,13,101,L10S,14,2022-05-07,POINT (2.144978381649569 41.34311222877129)
ACCESSOS_EST_LINIA.10100095402,10100095402,95402,3211,95402,Carrer A / Carrer 2,0,1,Accessible,1054,954,6660954,Zona Franca,4,13,101,L10S,14,2022-05-07,POINT (2.144832614303175 41.342872346526015)
ACCESSOS_EST_LINIA.10100095403,10100095403,95403,3212,95403,Carrer A (costat mar),0,1,Accessible,1054,954,6660954,Zona Franca,4,13,101,L10S,14,2022-05-07,POINT (2.1449341946959053 41.34284331262662)
ACCESSOS_EST_LINIA.10100095601,10100095601,95601,3205,95601,Fira Gran Via (Pavellons 6·7·8),1,1,Accessible,1056,956,6660956,Foc,5,13,101,L10S,14,2022-05-07,POINT (2.14209075541422 41.355655373429926)
ACCESSOS_EST_LINIA.10100095602,10100095602,95602,3206,95602,Foc (costat Montjuïc),1,1,Accessible,1056,956,6660956,Foc,5,13,101,L10S,14,2022-05-07,POINT (2.142089981762316 41.35622090746167)
ACCESSOS_EST_LINIA.10100095701,10100095701,95701,3203,95701,Jardins dels Drets Humans,1,1,Accessible,1057,957,6660957,Foneria,6,13,101,L10S,14,2022-05-07,POINT (2.1383677128471694 41.360606020902836)
ACCESSOS_EST_LINIA.10100095702,10100095702,95702,3204,95702,Mercat de la Marina,1,1,Accessible,1057,957,6660957,Foneria,6,13,101,L10S,14,2022-05-07,POINT (2.13877309287938 41.360792023543844)
ACCESSOS_EST_LINIA.10100095801,10100095801,95801,3209,95801,Gran Via / Alhambra,1,1,Accessible,1058,958,6660958,Ciutat de la Justícia,7,13,101,L10S,14,2022-05-07,POINT (2.1316721512688925 41.36237484309637)
ACCESSOS_EST_LINIA.10100095802,10100095802,95802,3208,95802,Ciutat de la Justícia,0,3,No accessible,1058,958,6660958,Ciutat de la Justícia,7,13,101,L10S,14,2022-05-07,POINT (2.133027479850449 41.3634176705468)
ACCESSOS_EST_LINIA.10100095901,10100095901,95901,3207,95901,Aprestadora / Rosell,1,1,Accessible,1059,959,6660959,Provençana,8,13,101,L10S,14,2022-05-07,POINT (2.1241191296572666 41.36160789642794)
ACCESSOS_EST_LINIA.10100091401,10100091401,91401,2581,91401,Can Tries - Narcís de Monturiol,1,1,Accessible,1014,914,6660914,Can Tries | Gornal,9,13,101,L10S,14,2022-05-07,POINT (2.118223705045705 41.36063591391114)
ACCESSOS_EST_LINIA.10109011711,10109011711,9011711,233,11711,Av. Catalunya,1,1,Accessible,1015,915,6660117,Torrassa,10,13,101,L10S,14,2022-05-07,POINT (2.1162009470409284 41.36858674069323)
ACCESSOS_EST_LINIA.10109011712,10109011712,9011712,234,11712,Rosalía de Castro,0,3,No accessible,1015,915,6660117,Torrassa,10,13,101,L10S,14,2022-05-07,POINT (2.116832736177879 41.36809030931978)
ACCESSOS_EST_LINIA.10100091601,10100091601,91601,2578,91601,Av. Sant Ramon,1,1,Accessible,1016,916,6660515,Collblanc,11,13,101,L10S,14,2022-05-07,POINT (2.1184479522727964 41.37586944626433)
ACCESSOS_EST_LINIA.1111043401,1111043401,11043401,130,43401,Pedrosa,0,1,Accessible,1136,1136,6660339,Trinitat Nova,1,7,11,L11,15,2022-05-07,POINT (2.1832876951287985 41.44920925074595)
ACCESSOS_EST_LINIA.1111043402,1111043402,11043402,131,43402,Aiguablava,0,3,No accessible,1136,1136,6660339,Trinitat Nova,1,7,11,L11,15,2022-05-07,POINT (2.181713598014566 41.4486587084232)
ACCESSOS_EST_LINIA.1100113701,1100113701,113701,213,113701,Aiguablava,0,1,Accessible,1137,1137,6661137,Casa de l'Aigua,2,7,11,L11,15,2022-05-07,POINT (2.1851754580532616 41.451261449770584)
ACCESSOS_EST_LINIA.1100113801,1100113801,113801,215,113801,Avinguda Escolapi Càncer,1,1,Accessible,1138,1138,6661138,Torre Baró | Vallbona,3,7,11,L11,15,2022-05-07,POINT (2.1807068322278242 41.45929572838615)
ACCESSOS_EST_LINIA.1100113811,1100113811,113811,214,113811,Sant Feliu de Codines,1,1,Accessible,1138,1138,6661138,Torre Baró | Vallbona,3,7,11,L11,15,2022-05-07,POINT (2.1792574126156485 41.45930587802702)
ACCESSOS_EST_LINIA.1100113901,1100113901,113901,216,113901,Avinguda Rasos de Peguera,1,1,Accessible,1139,1139,6661139,Ciutat Meridiana,4,7,11,L11,15,2022-05-07,POINT (2.1746970655892848 41.46089542038299)
ACCESSOS_EST_LINIA.1100114001,1100114001,114001,217,114001,Circumval·lació,1,1,Accessible,1140,1140,6661140,Can Cuiàs,5,7,11,L11,15,2022-05-07,POINT (2.1727425962893063 41.46267788387076)
ACCESSOS_EST_LINIA.1100114011,1100114011,114011,218,114011,Les Fustes,0,1,Accessible,1140,1140,6661140,Can Cuiàs,5,7,11,L11,15,2022-05-07,POINT (2.173141755285573 41.46283124731911)
ACCESSOS_EST_LINIA.9999021001,9999021001,99021001,42,21001,Nou de la Rambla,0,3,No accessible,9901,9901,6660210,Paral·lel,1,1,99,FM,16,2022-05-07,POINT (2.1703902635466403 41.37506374715856)
ACCESSOS_EST_LINIA.9999021002,9999021002,99021002,43,21002,Avinguda Paral·lel,1,1,Accessible,9901,9901,6660210,Paral·lel,1,1,99,FM,16,2022-05-07,POINT (2.1702476168469103 41.37481578673022)
ACCESSOS_EST_LINIA.9999021011,9999021011,99021011,301,21011,Fontrodona,0,3,No accessible,9901,9901,6660210,Paral·lel,1,1,99,FM,16,2022-05-07,POINT (2.1678151034838202 41.37482729303362)
ACCESSOS_EST_LINIA.9999021012,9999021012,99021012,302,21012,Ronda Sant Pau,0,3,No accessible,9901,9901,6660210,Paral·lel,1,1,99,FM,16,2022-05-07,POINT (2.168132929026759 41.37508847498623)
ACCESSOS_EST_LINIA.9900990201,9900990201,990201,2258,990201,Avinguda Miramar,0,1,Accessible,9902,9902,6669902,Parc de Montjuïc,2,1,99,FM,16,2022-05-07,POINT (2.163094465706356 41.36884517746519)
